3214,3371,42.1932,-70.95178,3.140686,3,4,3,4,5,0
3221,3395,42.19324,-70.95182,2.512532,3,4,3,4,5,0
3221,3396,42.19347,-70.95181,2.182137,3,4,3,4,5,0
3221,3397,42.19324,-70.9518,2.182137,3,4,3,4,5,0
3256,3394,42.1932,-70.95182,2.55628,3,4,3,4,5,0
3256,3395,42.19326,-70.95193,3.140686,3,4,3,4,5,0
3256,3408,42.19319,-70.95182,2.282681,3,4,3,4,5,0
3256,3409,42.19304,-70.95187,1.371601,3,4,3,4,5,0
3256,3410,42.19329,-70.95205,1.371601,3,4,3,4,5,0
3256,3411,42.19337,-70.95198,1.371601,3,4,3,4,5,0
3256,3412,42.19328,-70.95182,1.371601,3,4,3,4,5,0
3256,3413,42.19329,-70.95178,1.196822,3,4,3,4,5,0
3256,3414,42.19323,-70.95182,0.3210014,3,4,3,4,5,0
3256,3415,42.19327,-70.95196,0.8796031,3,4,3,4,5,0
3256,3416,42.1933,-70.95199,1.524727,3,4,3,4,5,0
3256,3417,42.19328,-70.95196,2.424023,3,4,3,4,5,0
3256,3418,42.19336,-70.95192,2.424023,3,4,3,4,5,0
3277,3417,42.19318,-70.9518,2.080913,3,4,3,4,5,0
3277,3418,42.19337,-70.95167,1.732298,3,4,3,4,5,0
3277,3419,42.19321,-70.95194,1.91612,3,4,3,4,5,0
3277,3420,42.19343,-70.95182,1.105717,3,4,3,4,5,0
3277,3421,42.1934,-70.95189,0.8796031,3,4,3,4,5,0
3277,3422,42.19324,-70.95185,0.8796031,3,4,3,4,5,0
3277,3423,42.19314,-70.95177,1.524727,3,4,3,4,5,0
3277,3424,42.19315,-70.95206,2.923448,3,4,3,4,5,0
3298,3378,42.19324,-70.95187,2.424023,3,4,3,4,5,0
3298,3379,42.19317,-70.95171,1.524727,3,4,3,4,5,0
3301,3468,42.19322,-70.95177,2.923448,3,4,3,4,5,0
3301,3469,42.19331,-70.95186,2.424023,3,4,3,4,5,0
3301,3470,42.19322,-70.95201,2.424023,3,4,3,4,5,0
3301,3471,42.19341,-70.95198,1.286131,3,4,3,4,5,0
3301,3472,42.19319,-70.95172,0.3210014,3,4,3,4,5,0
3301,3473,42.1933,-70.95168,0.7429332,3,4,3,4,5,0
3301,3474,42.19333,-70.95189,1.371601,3,4,3,4,5,0
3301,3475,42.1933,-70.95179,2.080913,3,4,3,4,5,0
3301,3476,42.19329,-70.95175,2.767587,3,4,3,4,5,0
3301,3477,42.19332,-70.95177,2.767587,3,4,3,4,5,0
3360,3423,42.19315,-70.95185,2.767587,3,4,3,4,5,0
3406,3517,42.19333,-70.95163,2.512532,3,4,3,4,5,0
3406,3518,42.19321,-70.95195,1.727274,3,4,3,4,5,0
3406,3519,42.19335,-70.95183,1.286131,3,4,3,4,5,0
3406,3520,42.1932,-70.95181,0.3210014,3,4,3,4,5,0
3406,3521,42.19332,-70.95181,0.3210014,3,4,3,4,5,0
3406,3522,42.19317,-70.95207,0.7429332,3,4,3,4,5,0
3406,3523,42.19326,-70.95189,1.91612,3,4,3,4,5,0
3437,3663,42.19325,-70.95179,1.855899,3,4,3,4,5,0
3437,3664,42.19322,-70.95176,1.855899,3,4,3,4,5,0
3437,3665,42.19339,-70.95174,1.973137,3,4,3,4,5,0
3437,3666,42.19328,-70.95186,2.518368,3,4,3,4,5,0
